df_dtc,df_dtc,df_dtc,df_dtc,df_dtc,df_dtc,df_bamh_T0,df_bamh_T0,df_bamh_T0,df_bamh_T0,df_bamh_T0,df_bamh_T0,df_bamh_T4,df_bamh_T4,df_bamh_T4,df_bamh_T4,df_bamh_T4,df_bamh_T4,df_bamh_GT4AT2,df_bamh_GT4AT2,df_bamh_GT4AT2,df_bamh_GT4AT2,df_bamh_GT4AT2,df_bamh_GT4AT2
Date,Observation Type,Nobs,Jo,Jo/n,Iter,Date,Observation Type,Nobs,Jo,Jo/n,Iter,Date,Observation Type,Nobs,Jo,Jo/n,Iter,Date,Observation Type,Nobs,Jo,Jo/n,Iter
2023-02-16 12:00:00,moisture,21184,7191.381173218798,0.339,OMA (AFTER 1st OUTER LOOP),2023-02-16 12:00:00,moisture,21184,6754.7662484781,0.319,OMA (AFTER 1st OUTER LOOP),2023-02-16 12:00:00,moisture,21184,4295.563105172168,0.203,OMA (AFTER 1st OUTER LOOP),2023-02-16 12:00:00,moisture,21184,2985.0925975127484,0.141,OMA (AFTER 1st OUTER LOOP)
2023-02-16 12:00:00,gps,308200,463258.4739110259,1.503,OMA (AFTER 1st OUTER LOOP),2023-02-16 12:00:00,gps,309739,477830.0378896146,1.543,OMA (AFTER 1st OUTER LOOP),2023-02-16 12:00:00,gps,311722,414086.41089725454,1.328,OMA (AFTER 1st OUTER LOOP),2023-02-16 12:00:00,gps,312848,359557.1799717911,1.149,OMA (AFTER 1st OUTER LOOP)
2023-02-16 12:00:00,radiance,169272,66007.65200468141,0.39,OMA (AFTER 1st OUTER LOOP),2023-02-16 12:00:00,radiance,169268,75526.75033767639,0.446,OMA (AFTER 1st OUTER LOOP),2023-02-16 12:00:00,radiance,169654,72222.27744031692,0.426,OMA (AFTER 1st OUTER LOOP),2023-02-16 12:00:00,radiance,169786,71911.8971101717,0.424,OMA (AFTER 1st OUTER LOOP)
2023-02-16 12:00:00,Jo Global,868579,770436.0444682522,0.887,OMA (AFTER 1st OUTER LOOP),2023-02-16 12:00:00,Jo Global,870224,792041.4615153278,0.91,OMA (AFTER 1st OUTER LOOP),2023-02-16 12:00:00,Jo Global,872815,685404.9072636111,0.785,OMA (AFTER 1st OUTER LOOP),2023-02-16 12:00:00,Jo Global,874293,603308.125177983,0.69,OMA (AFTER 1st OUTER LOOP)
2023-02-16 12:00:00,surface pressure,107277,23079.04718878899,0.215,OMA (1st INNER LOOP),2023-02-16 12:00:00,surface pressure,107264,23626.95639623152,0.22,OMA (1st INNER LOOP),2023-02-16 12:00:00,surface pressure,107342,21070.38672669111,0.196,OMA (1st INNER LOOP),2023-02-16 12:00:00,surface pressure,107377,18690.716459486808,0.174,OMA (1st INNER LOOP)
2023-02-16 12:00:00,temperature,55006,55095.1215326025,1.002,OMA (1st INNER LOOP),2023-02-16 12:00:00,temperature,55009,53738.694117995365,0.977,OMA (1st INNER LOOP),2023-02-16 12:00:00,temperature,55017,42541.725493859274,0.773,OMA (1st INNER LOOP),2023-02-16 12:00:00,temperature,55018,35373.590672040526,0.643,OMA (1st INNER LOOP)
2023-02-16 12:00:00,wind,207640,155804.36865793462,0.75,OMA (1st INNER LOOP),2023-02-16 12:00:00,wind,207760,154564.25652533185,0.744,OMA (1st INNER LOOP),2023-02-16 12:00:00,wind,207896,131188.54360031706,0.631,OMA (1st INNER LOOP),2023-02-16 12:00:00,wind,208080,114789.64836698002,0.552,OMA (1st INNER LOOP)
2023-02-16 12:00:00,moisture,21184,7191.381173218798,0.339,OMA (1st INNER LOOP),2023-02-16 12:00:00,moisture,21184,6754.7662484781,0.319,OMA (1st INNER LOOP),2023-02-16 12:00:00,moisture,21184,4295.563105172168,0.203,OMA (1st INNER LOOP),2023-02-16 12:00:00,moisture,21184,2985.0925975127484,0.141,OMA (1st INNER LOOP)
2023-02-16 12:00:00,gps,308200,463258.4739110259,1.503,OMA (1st INNER LOOP),2023-02-16 12:00:00,gps,309739,477830.0378896146,1.543,OMA (1st INNER LOOP),2023-02-16 12:00:00,gps,311722,414086.41089725454,1.328,OMA (1st INNER LOOP),2023-02-16 12:00:00,gps,312848,359557.1799717911,1.149,OMA (1st INNER LOOP)
2023-02-16 12:00:00,radiance,169272,66007.65200468141,0.39,OMA (1st INNER LOOP),2023-02-16 12:00:00,radiance,169268,75526.75033767639,0.446,OMA (1st INNER LOOP),2023-02-16 12:00:00,radiance,169654,72222.27744031692,0.426,OMA (1st INNER LOOP),2023-02-16 12:00:00,radiance,169786,71911.8971101717,0.424,OMA (1st INNER LOOP)
2023-02-16 12:00:00,Jo Global,868579,770436.0444682522,0.887,OMA (1st INNER LOOP),2023-02-16 12:00:00,Jo Global,870224,792041.4615153278,0.91,OMA (1st INNER LOOP),2023-02-16 12:00:00,Jo Global,872815,685404.9072636111,0.785,OMA (1st INNER LOOP),2023-02-16 12:00:00,Jo Global,874293,603308.125177983,0.69,OMA (1st INNER LOOP)
2023-02-16 12:00:00,surface pressure,107277,19463.983393095055,0.181,OMA (2nd INNER LOOP),2023-02-16 12:00:00,surface pressure,107264,19315.800001259606,0.18,OMA (2nd INNER LOOP),2023-02-16 12:00:00,surface pressure,107342,16325.284616462917,0.152,OMA (2nd INNER LOOP),2023-02-16 12:00:00,surface pressure,107377,14360.7701689093,0.134,OMA (2nd INNER LOOP)
2023-02-16 12:00:00,temperature,55006,46971.48640202913,0.854,OMA (2nd INNER LOOP),2023-02-16 12:00:00,temperature,55009,43904.224751130765,0.798,OMA (2nd INNER LOOP),2023-02-16 12:00:00,temperature,55017,32859.91557932726,0.597,OMA (2nd INNER LOOP),2023-02-16 12:00:00,temperature,55018,26184.74374067758,0.476,OMA (2nd INNER LOOP)
2023-02-16 12:00:00,wind,207640,131814.28452327635,0.635,OMA (2nd INNER LOOP),2023-02-16 12:00:00,wind,207760,127882.14143334547,0.616,OMA (2nd INNER LOOP),2023-02-16 12:00:00,wind,207896,106072.52809680751,0.51,OMA (2nd INNER LOOP),2023-02-16 12:00:00,wind,208080,91218.39558463098,0.438,OMA (2nd INNER LOOP)
2023-02-16 12:00:00,moisture,21184,4784.399612672394,0.226,OMA (2nd INNER LOOP),2023-02-16 12:00:00,moisture,21184,4317.692589534764,0.204,OMA (2nd INNER LOOP),2023-02-16 12:00:00,moisture,21184,2332.3188185448134,0.11,OMA (2nd INNER LOOP),2023-02-16 12:00:00,moisture,21184,1493.2478875314293,0.07,OMA (2nd INNER LOOP)
2023-02-16 12:00:00,gps,308200,369221.1303634123,1.198,OMA (2nd INNER LOOP),2023-02-16 12:00:00,gps,309739,388568.20288675255,1.255,OMA (2nd INNER LOOP),2023-02-16 12:00:00,gps,311722,309527.7944158029,0.993,OMA (2nd INNER LOOP),2023-02-16 12:00:00,gps,312848,250021.40062423848,0.799,OMA (2nd INNER LOOP)
2023-02-16 12:00:00,radiance,169272,56653.912851659436,0.335,OMA (2nd INNER LOOP),2023-02-16 12:00:00,radiance,169268,61098.685906373015,0.361,OMA (2nd INNER LOOP),2023-02-16 12:00:00,radiance,169654,58634.60374127881,0.346,OMA (2nd INNER LOOP),2023-02-16 12:00:00,radiance,169786,57275.68008279179,0.337,OMA (2nd INNER LOOP)
2023-02-16 12:00:00,Jo Global,868579,628909.1971461447,0.724,OMA (2nd INNER LOOP),2023-02-16 12:00:00,Jo Global,870224,645086.7475683962,0.741,OMA (2nd INNER LOOP),2023-02-16 12:00:00,Jo Global,872815,525752.4452682242,0.602,OMA (2nd INNER LOOP),2023-02-16 12:00:00,Jo Global,874293,440554.23808877956,0.504,OMA (2nd INNER LOOP)
2023-02-16 12:00:00,surface pressure,107269,19389.760719492835,0.181,OMA (AFTER 2nd OUTER LOOP),2023-02-16 12:00:00,surface pressure,107254,19593.73765932045,0.183,OMA (AFTER 2nd OUTER LOOP),2023-02-16 12:00:00,surface pressure,107301,16325.717572803835,0.152,OMA (AFTER 2nd OUTER LOOP),2023-02-16 12:00:00,surface pressure,107338,13882.808895656959,0.129,OMA (AFTER 2nd OUTER LOOP)
2023-02-16 12:00:00,temperature,55000,46623.20809576632,0.848,OMA (AFTER 2nd OUTER LOOP),2023-02-16 12:00:00,temperature,55008,43808.304492638475,0.796,OMA (AFTER 2nd OUTER LOOP),2023-02-16 12:00:00,temperature,55015,32719.264062655722,0.595,OMA (AFTER 2nd OUTER LOOP),2023-02-16 12:00:00,temperature,55018,26093.844947098514,0.474,OMA (AFTER 2nd OUTER LOOP)
2023-02-16 12:00:00,wind,207812,131830.17210262627,0.634,OMA (AFTER 2nd OUTER LOOP),2023-02-16 12:00:00,wind,207934,127903.51755447782,0.615,OMA (AFTER 2nd OUTER LOOP),2023-02-16 12:00:00,wind,208014,105698.07724029996,0.508,OMA (AFTER 2nd OUTER LOOP),2023-02-16 12:00:00,wind,208162,90786.39160600075,0.436,OMA (AFTER 2nd OUTER LOOP)
2023-02-16 12:00:00,moisture,21184,4834.17764979233,0.228,OMA (AFTER 2nd OUTER LOOP),2023-02-16 12:00:00,moisture,21184,4399.849741221378,0.208,OMA (AFTER 2nd OUTER LOOP),2023-02-16 12:00:00,moisture,21184,2483.5390661495294,0.117,OMA (AFTER 2nd OUTER LOOP),2023-02-16 12:00:00,moisture,21184,1647.3045604881318,0.078,OMA (AFTER 2nd OUTER LOOP)
2023-02-16 12:00:00,gps,311579,383897.24039816426,1.232,OMA (AFTER 2nd OUTER LOOP),2023-02-16 12:00:00,gps,312885,403592.782124334,1.29,OMA (AFTER 2nd OUTER LOOP),2023-02-16 12:00:00,gps,315692,325441.6438252234,1.031,OMA (AFTER 2nd OUTER LOOP),2023-02-16 12:00:00,gps,317370,268350.23552081164,0.846,OMA (AFTER 2nd OUTER LOOP)
2023-02-16 12:00:00,radiance,170492,57394.7712198831,0.337,OMA (AFTER 2nd OUTER LOOP),2023-02-16 12:00:00,radiance,169910,62347.311442173566,0.367,OMA (AFTER 2nd OUTER LOOP),2023-02-16 12:00:00,radiance,170340,59540.07418225369,0.35,OMA (AFTER 2nd OUTER LOOP),2023-02-16 12:00:00,radiance,170453,58515.30971137054,0.343,OMA (AFTER 2nd OUTER LOOP)
2023-02-16 12:00:00,Jo Global,873336,643969.3301857251,0.737,OMA (AFTER 2nd OUTER LOOP),2023-02-16 12:00:00,Jo Global,874175,661645.5030141657,0.757,OMA (AFTER 2nd OUTER LOOP),2023-02-16 12:00:00,Jo Global,877546,542208.3159493861,0.618,OMA (AFTER 2nd OUTER LOOP),2023-02-16 12:00:00,Jo Global,879525,459275.89524142654,0.522,OMA (AFTER 2nd OUTER LOOP)
2023-02-16 18:00:00,surface pressure,104952,33780.26472930826,0.322,OMF,2023-02-16 18:00:00,surface pressure,104920,34716.41261910054,0.331,OMF,2023-02-16 18:00:00,surface pressure,104923,36213.707686490234,0.345,OMF,2023-02-16 18:00:00,surface pressure,104861,39920.85746504805,0.381,OMF
2023-02-16 18:00:00,temperature,24358,11114.90345416061,0.456,OMF,2023-02-16 18:00:00,temperature,24358,10989.5250784146,0.451,OMF,2023-02-16 18:00:00,temperature,24358,11011.6651508085,0.452,OMF,2023-02-16 18:00:00,temperature,24358,11512.186265154141,0.473,OMF
2023-02-16 18:00:00,wind,120826,55838.845660558574,0.462,OMF,2023-02-16 18:00:00,wind,120692,56076.40137553789,0.465,OMF,2023-02-16 18:00:00,wind,120392,55772.706569356254,0.463,OMF,2023-02-16 18:00:00,wind,119838,57217.07334865491,0.477,OMF
2023-02-16 18:00:00,moisture,8678,2003.856787194978,0.231,OMF,2023-02-16 18:00:00,moisture,8678,1928.9683364293007,0.222,OMF,2023-02-16 18:00:00,moisture,8678,1839.260677947565,0.212,OMF,2023-02-16 18:00:00,moisture,8678,1812.8621582737485,0.209,OMF
2023-02-16 18:00:00,gps,296499,552829.2591540137,1.865,OMF,2023-02-16 18:00:00,gps,297054,543020.5080285742,1.828,OMF,2023-02-16 18:00:00,gps,297254,550517.853932815,1.852,OMF,2023-02-16 18:00:00,gps,296206,594063.1648399003,2.006,OMF
2023-02-16 18:00:00,radiance,179007,134992.45578618688,0.754,OMF,2023-02-16 18:00:00,radiance,179329,148335.74090101954,0.827,OMF,2023-02-16 18:00:00,radiance,178256,154525.47921054112,0.867,OMF,2023-02-16 18:00:00,radiance,175497,170033.68070359842,0.969,OMF
2023-02-16 18:00:00,Jo Global,734320,790559.585571423,1.077,OMF,2023-02-16 18:00:00,Jo Global,735031,795067.556339076,1.082,OMF,2023-02-16 18:00:00,Jo Global,733861,809880.6732279586,1.104,OMF,2023-02-16 18:00:00,Jo Global,729438,874559.8247806296,1.199,OMF
2023-02-16 18:00:00,surface pressure,104952,33780.26472930826,0.322,OMF (1st INNER LOOP),2023-02-16 18:00:00,surface pressure,104920,34716.41261910054,0.331,OMF (1st INNER LOOP),2023-02-16 18:00:00,surface pressure,104923,36213.707686490234,0.345,OMF (1st INNER LOOP),2023-02-16 18:00:00,surface pressure,104861,39920.85746504805,0.381,OMF (1st INNER LOOP)
2023-02-16 18:00:00,temperature,24358,11114.90345416061,0.456,OMF (1st INNER LOOP),2023-02-16 18:00:00,temperature,24358,10989.5250784146,0.451,OMF (1st INNER LOOP),2023-02-16 18:00:00,temperature,24358,11011.6651508085,0.452,OMF (1st INNER LOOP),2023-02-16 18:00:00,temperature,24358,11512.186265154141,0.473,OMF (1st INNER LOOP)
2023-02-16 18:00:00,wind,120826,55838.845660558574,0.462,OMF (1st INNER LOOP),2023-02-16 18:00:00,wind,120692,56076.40137553789,0.465,OMF (1st INNER LOOP),2023-02-16 18:00:00,wind,120392,55772.706569356254,0.463,OMF (1st INNER LOOP),2023-02-16 18:00:00,wind,119838,57217.07334865491,0.477,OMF (1st INNER LOOP)
2023-02-16 18:00:00,moisture,8678,2003.856787194978,0.231,OMF (1st INNER LOOP),2023-02-16 18:00:00,moisture,8678,1928.9683364293007,0.222,OMF (1st INNER LOOP),2023-02-16 18:00:00,moisture,8678,1839.260677947565,0.212,OMF (1st INNER LOOP),2023-02-16 18:00:00,moisture,8678,1812.8621582737485,0.209,OMF (1st INNER LOOP)
2023-02-16 18:00:00,gps,296499,552829.2591540137,1.865,OMF (1st INNER LOOP),2023-02-16 18:00:00,gps,297054,543020.5080285742,1.828,OMF (1st INNER LOOP),2023-02-16 18:00:00,gps,297254,550517.853932815,1.852,OMF (1st INNER LOOP),2023-02-16 18:00:00,gps,296206,594063.1648399003,2.006,OMF (1st INNER LOOP)
2023-02-16 18:00:00,radiance,179007,134992.45578618688,0.754,OMF (1st INNER LOOP),2023-02-16 18:00:00,radiance,179329,148335.74090101954,0.827,OMF (1st INNER LOOP),2023-02-16 18:00:00,radiance,178256,154525.47921054112,0.867,OMF (1st INNER LOOP),2023-02-16 18:00:00,radiance,175497,170033.68070359842,0.969,OMF (1st INNER LOOP)
2023-02-16 18:00:00,Jo Global,734320,790559.585571423,1.077,OMF (1st INNER LOOP),2023-02-16 18:00:00,Jo Global,735031,795067.556339076,1.082,OMF (1st INNER LOOP),2023-02-16 18:00:00,Jo Global,733861,809880.6732279586,1.104,OMF (1st INNER LOOP),2023-02-16 18:00:00,Jo Global,729438,874559.8247806296,1.199,OMF (1st INNER LOOP)
2023-02-16 18:00:00,surface pressure,104952,20379.10700491417,0.194,OMF (2nd INNER LOOP),2023-02-16 18:00:00,surface pressure,104920,21532.73546119303,0.205,OMF (2nd INNER LOOP),2023-02-16 18:00:00,surface pressure,104923,18378.168878266493,0.175,OMF (2nd INNER LOOP),2023-02-16 18:00:00,surface pressure,104861,15533.330745254172,0.148,OMF (2nd INNER LOOP)
2023-02-16 18:00:00,temperature,24358,8438.629134927109,0.346,OMF (2nd INNER LOOP),2023-02-16 18:00:00,temperature,24358,7691.505675348025,0.316,OMF (2nd INNER LOOP),2023-02-16 18:00:00,temperature,24358,6102.935976561381,0.251,OMF (2nd INNER LOOP),2023-02-16 18:00:00,temperature,24358,5157.8456769526365,0.212,OMF (2nd INNER LOOP)
2023-02-16 18:00:00,wind,120826,42937.71080501624,0.355,OMF (2nd INNER LOOP),2023-02-16 18:00:00,wind,120692,41989.56249645931,0.348,OMF (2nd INNER LOOP),2023-02-16 18:00:00,wind,120392,37307.44578051231,0.31,OMF (2nd INNER LOOP),2023-02-16 18:00:00,wind,119838,33202.195338136524,0.277,OMF (2nd INNER LOOP)
2023-02-16 18:00:00,moisture,8678,1497.8905722173374,0.173,OMF (2nd INNER LOOP),2023-02-16 18:00:00,moisture,8678,1374.7539184289665,0.158,OMF (2nd INNER LOOP),2023-02-16 18:00:00,moisture,8678,951.4597003075427,0.11,OMF (2nd INNER LOOP),2023-02-16 18:00:00,moisture,8678,662.5905943507191,0.076,OMF (2nd INNER LOOP)
2023-02-16 18:00:00,gps,296499,408956.28636642516,1.379,OMF (2nd INNER LOOP),2023-02-16 18:00:00,gps,297054,427707.7036703463,1.44,OMF (2nd INNER LOOP),2023-02-16 18:00:00,gps,297254,358015.32608334196,1.204,OMF (2nd INNER LOOP),2023-02-16 18:00:00,gps,296206,294842.78133386775,0.995,OMF (2nd INNER LOOP)
2023-02-16 18:00:00,radiance,179007,63882.08343998861,0.357,OMF (2nd INNER LOOP),2023-02-16 18:00:00,radiance,179329,70784.56862946239,0.395,OMF (2nd INNER LOOP),2023-02-16 18:00:00,radiance,178256,66163.77103380642,0.371,OMF (2nd INNER LOOP),2023-02-16 18:00:00,radiance,175497,62826.68709824958,0.358,OMF (2nd INNER LOOP)
2023-02-16 18:00:00,Jo Global,734320,546091.7073234887,0.744,OMF (2nd INNER LOOP),2023-02-16 18:00:00,Jo Global,735031,571080.829851238,0.777,OMF (2nd INNER LOOP),2023-02-16 18:00:00,Jo Global,733861,486919.1074527961,0.664,OMF (2nd INNER LOOP),2023-02-16 18:00:00,Jo Global,729438,412225.4307868114,0.565,OMF (2nd INNER LOOP)
2023-02-16 18:00:00,surface pressure,105116,22104.677741753367,0.21,OMA (AFTER 1st OUTER LOOP),2023-02-16 18:00:00,surface pressure,105119,23526.605027778787,0.224,OMA (AFTER 1st OUTER LOOP),2023-02-16 18:00:00,surface pressure,105145,20586.46141023993,0.196,OMA (AFTER 1st OUTER LOOP),2023-02-16 18:00:00,surface pressure,105124,18064.270812126335,0.172,OMA (AFTER 1st OUTER LOOP)
2023-02-16 18:00:00,temperature,24345,8505.055999437993,0.349,OMA (AFTER 1st OUTER LOOP),2023-02-16 18:00:00,temperature,24356,8162.909231164699,0.335,OMA (AFTER 1st OUTER LOOP),2023-02-16 18:00:00,temperature,24358,6102.936603780962,0.251,OMA (AFTER 1st OUTER LOOP),2023-02-16 18:00:00,temperature,24357,5061.843638682168,0.208,OMA (AFTER 1st OUTER LOOP)
2023-02-16 18:00:00,wind,121320,44060.27278465131,0.363,OMA (AFTER 1st OUTER LOOP),2023-02-16 18:00:00,wind,121298,43083.847255641485,0.355,OMA (AFTER 1st OUTER LOOP),2023-02-16 18:00:00,wind,121522,39013.32877734154,0.321,OMA (AFTER 1st OUTER LOOP),2023-02-16 18:00:00,wind,121464,34866.452352332126,0.287,OMA (AFTER 1st OUTER LOOP)
2023-02-16 18:00:00,moisture,8678,1492.1698912760394,0.172,OMA (AFTER 1st OUTER LOOP),2023-02-16 18:00:00,moisture,8678,1432.027613017192,0.165,OMA (AFTER 1st OUTER LOOP),2023-02-16 18:00:00,moisture,8678,1026.50469478368,0.118,OMA (AFTER 1st OUTER LOOP),2023-02-16 18:00:00,moisture,8678,763.5367249514128,0.088,OMA (AFTER 1st OUTER LOOP)
2023-02-16 18:00:00,gps,300732,426491.86017875007,1.418,OMA (AFTER 1st OUTER LOOP),2023-02-16 18:00:00,gps,301793,442926.301136709,1.468,OMA (AFTER 1st OUTER LOOP),2023-02-16 18:00:00,gps,303807,379112.75034220086,1.248,OMA (AFTER 1st OUTER LOOP),2023-02-16 18:00:00,gps,304658,321615.53121928993,1.056,OMA (AFTER 1st OUTER LOOP)
2023-02-16 18:00:00,radiance,180897,66992.03391372322,0.37,OMA (AFTER 1st OUTER LOOP),2023-02-16 18:00:00,radiance,181556,75252.19874128056,0.414,OMA (AFTER 1st OUTER LOOP),2023-02-16 18:00:00,radiance,181713,72096.4003011334,0.397,OMA (AFTER 1st OUTER LOOP),2023-02-16 18:00:00,radiance,181717,72683.1499874604,0.4,OMA (AFTER 1st OUTER LOOP)
2023-02-16 18:00:00,Jo Global,741088,569646.070509592,0.769,OMA (AFTER 1st OUTER LOOP),2023-02-16 18:00:00,Jo Global,742800,594383.8890055917,0.8,OMA (AFTER 1st OUTER LOOP),2023-02-16 18:00:00,Jo Global,745223,517938.38212948036,0.695,OMA (AFTER 1st OUTER LOOP),2023-02-16 18:00:00,Jo Global,745998,453054.78473484237,0.607,OMA (AFTER 1st OUTER LOOP)
2023-02-16 18:00:00,surface pressure,105116,22104.677741753367,0.21,OMA (1st INNER LOOP),2023-02-16 18:00:00,surface pressure,105119,23526.605027778787,0.224,OMA (1st INNER LOOP),2023-02-16 18:00:00,surface pressure,105145,20586.46141023993,0.196,OMA (1st INNER LOOP),2023-02-16 18:00:00,surface pressure,105124,18064.270812126335,0.172,OMA (1st INNER LOOP)
2023-02-16 18:00:00,temperature,24345,8505.055999437993,0.349,OMA (1st INNER LOOP),2023-02-16 18:00:00,temperature,24356,8162.909231164699,0.335,OMA (1st INNER LOOP),2023-02-16 18:00:00,temperature,24358,6102.936603780962,0.251,OMA (1st INNER LOOP),2023-02-16 18:00:00,temperature,24357,5061.843638682168,0.208,OMA (1st INNER LOOP)
2023-02-16 18:00:00,wind,121320,44060.27278465131,0.363,OMA (1st INNER LOOP),2023-02-16 18:00:00,wind,121298,43083.847255641485,0.355,OMA (1st INNER LOOP),2023-02-16 18:00:00,wind,121522,39013.32877734154,0.321,OMA (1st INNER LOOP),2023-02-16 18:00:00,wind,121464,34866.452352332126,0.287,OMA (1st INNER LOOP)
2023-02-16 18:00:00,moisture,8678,1492.1698912760394,0.172,OMA (1st INNER LOOP),2023-02-16 18:00:00,moisture,8678,1432.027613017192,0.165,OMA (1st INNER LOOP),2023-02-16 18:00:00,moisture,8678,1026.50469478368,0.118,OMA (1st INNER LOOP),2023-02-16 18:00:00,moisture,8678,763.5367249514128,0.088,OMA (1st INNER LOOP)
2023-02-16 18:00:00,gps,300732,426491.86017875007,1.418,OMA (1st INNER LOOP),2023-02-16 18:00:00,gps,301793,442926.301136709,1.468,OMA (1st INNER LOOP),2023-02-16 18:00:00,gps,303807,379112.75034220086,1.248,OMA (1st INNER LOOP),2023-02-16 18:00:00,gps,304658,321615.53121928993,1.056,OMA (1st INNER LOOP)
2023-02-16 18:00:00,radiance,180897,66992.03391372322,0.37,OMA (1st INNER LOOP),2023-02-16 18:00:00,radiance,181556,75252.19874128056,0.414,OMA (1st INNER LOOP),2023-02-16 18:00:00,radiance,181713,72096.4003011334,0.397,OMA (1st INNER LOOP),2023-02-16 18:00:00,radiance,181717,72683.1499874604,0.4,OMA (1st INNER LOOP)
2023-02-16 18:00:00,Jo Global,741088,569646.070509592,0.769,OMA (1st INNER LOOP),2023-02-16 18:00:00,Jo Global,742800,594383.8890055917,0.8,OMA (1st INNER LOOP),2023-02-16 18:00:00,Jo Global,745223,517938.38212948036,0.695,OMA (1st INNER LOOP),2023-02-16 18:00:00,Jo Global,745998,453054.78473484237,0.607,OMA (1st INNER LOOP)
2023-02-16 18:00:00,surface pressure,105116,18699.23806287161,0.178,OMA (2nd INNER LOOP),2023-02-16 18:00:00,surface pressure,105119,18960.349905768056,0.18,OMA (2nd INNER LOOP),2023-02-16 18:00:00,surface pressure,105145,15882.055171147655,0.151,OMA (2nd INNER LOOP),2023-02-16 18:00:00,surface pressure,105124,13718.210766608983,0.13,OMA (2nd INNER LOOP)
2023-02-16 18:00:00,temperature,24345,7439.436157932275,0.306,OMA (2nd INNER LOOP),2023-02-16 18:00:00,temperature,24356,7102.629942634089,0.292,OMA (2nd INNER LOOP),2023-02-16 18:00:00,temperature,24358,4666.130169053275,0.192,OMA (2nd INNER LOOP),2023-02-16 18:00:00,temperature,24357,3670.816967116355,0.151,OMA (2nd INNER LOOP)
2023-02-16 18:00:00,wind,121320,39409.10378046115,0.325,OMA (2nd INNER LOOP),2023-02-16 18:00:00,wind,121298,38220.414644514,0.315,OMA (2nd INNER LOOP),2023-02-16 18:00:00,wind,121522,34295.071666204305,0.282,OMA (2nd INNER LOOP),2023-02-16 18:00:00,wind,121464,29773.146199474555,0.245,OMA (2nd INNER LOOP)
2023-02-16 18:00:00,moisture,8678,1095.645082123047,0.126,OMA (2nd INNER LOOP),2023-02-16 18:00:00,moisture,8678,1013.637999051954,0.117,OMA (2nd INNER LOOP),2023-02-16 18:00:00,moisture,8678,646.7508398263776,0.075,OMA (2nd INNER LOOP),2023-02-16 18:00:00,moisture,8678,438.77101816273677,0.051,OMA (2nd INNER LOOP)
2023-02-16 18:00:00,gps,300732,337338.0884300274,1.122,OMA (2nd INNER LOOP),2023-02-16 18:00:00,gps,301793,356047.6217003319,1.18,OMA (2nd INNER LOOP),2023-02-16 18:00:00,gps,303807,279595.06059899105,0.92,OMA (2nd INNER LOOP),2023-02-16 18:00:00,gps,304658,220937.91879334996,0.725,OMA (2nd INNER LOOP)
2023-02-16 18:00:00,radiance,180897,58102.656269100466,0.321,OMA (2nd INNER LOOP),2023-02-16 18:00:00,radiance,181556,62177.40108759257,0.342,OMA (2nd INNER LOOP),2023-02-16 18:00:00,radiance,181713,60157.49139782613,0.331,OMA (2nd INNER LOOP),2023-02-16 18:00:00,radiance,181717,58761.68115593254,0.323,OMA (2nd INNER LOOP)
2023-02-16 18:00:00,Jo Global,741088,462084.167782516,0.624,OMA (2nd INNER LOOP),2023-02-16 18:00:00,Jo Global,742800,483522.0552798926,0.651,OMA (2nd INNER LOOP),2023-02-16 18:00:00,Jo Global,745223,395242.5598430488,0.53,OMA (2nd INNER LOOP),2023-02-16 18:00:00,Jo Global,745998,327300.54490064515,0.439,OMA (2nd INNER LOOP)
